Cluster ID,,Cluster name,Size,Cluster members,Organisms,Length,Identity,Organism IDs
UniRef90_Q9BQP7,partially reviewed and UniParc,Cluster: Mitochondrial genome maintenance exonuclease 1,42,Q9BQP7; F7ADZ7; K7EVY8; A0A2K5W6P3; K7ATT7; A0A2R9A2R5; K7ANL0; A0A2J8MT15; G3R0S1; A0A0D9RGL2; A0A2K6CL97; H9G1U9; I7GN19; A0A2K6N443; A0A2K5IH36; A0A6D2WVL6; H2P138; G1RF53; A0A2K5XUZ2; H9ZFD6; G7N313; G7PH12; A0A2K5W6P6; A0A096NVN0; A0A2K6QDQ0; UPI000E5A0F8A; UPI000E5A0F63; UPI0000E25598; UPI0000E5A2F6; UPI0015600F5F; UPI0018B0826F; UPI00141BEDF6; UPI0005F4F981; UPI000C2ABFC4; UPI000DC180D5; UPI0012AD39CF; UPI0003AB8B4B; UPI00136279F1; UPI0012AD6395; UPI000C2A2F51; UPI00141BA283; UPI000DC1BB3A,Homo sapiens (Human); Macaca mulatta (Rhesus macaque); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Gorilla gorilla gorilla (Western lowland gorilla); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Macaca nemestrina (Pig-tailed macaque); Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti),344,90%,9606; 9544; 9601; 9541; 9598; 9597; 9595; 60711; 9545; 61621; 336983; 61853; 9568; 9555; 61622; 54180; 591936; 9565; 81572
UniRef90_O43236,partially reviewed and UniParc,Cluster: Septin-4,12,O43236; Q5R6R7; I7G2M1; A0A0D9R0E4; O43236-3; UPI00064C1CED; UPI0018B08CDA; UPI0018B059AA; UPI000980CACE; UPI0005F442C8; UPI000E55D922; UPI00038BC647,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Ochotona princeps (Southern American pika); Castor canadensis (American beaver); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Urocitellus parryii (Arctic ground squirrel) (Spermophilus parryii); Ictidomys tridecemlineatus (Thirteen-lined ground squirrel) (Spermophilus tridecemlineatus),478,90%,9606; 9601; 9541; 60711; 9978; 51338; 9531; 9999; 43179
UniRef90_Q9BUP0,partially reviewed and UniParc,Cluster: EF-hand domain-containing protein D1,34,Q9BUP0; H2QJM2; A0A6D2XK69; A0A2I3RCD8; Q53SA2; B4DEE0; Q8WYH2; A0A2J8NEX6; A0A2R9AH36; A0A2J8TQ05; H2P8Y2; C9JTV4; A0A2J8TQ50; A0A2J8NEW9; A0A2J8TQ33; A0A024R493; Q7Z2R5; Q59EU6; Q53S38; G3QH56; F6YYY0; A0A0D9R2B4; A0A2I2YB91; A0A2I3SR82; A0A096N0D1; G1RVZ8; A0A2I3GRI8; UPI0008F495ED; UPI0013F1B17C; UPI0013F1F48D; UPI000C2A7823; UPI000C2990CF; UPI00071A2725; UPI00122D5097,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Gorilla gorilla gorilla (Western lowland gorilla); Equus caballus (Horse); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Papio anubis (Olive baboon); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Hylobates moloch (Silvery gibbon),239,90%,9606; 9598; 9597; 9601; 9595; 9796; 60711; 9555; 61853; 81572; 591936; 9793
UniRef90_Q9BUV8,partially reviewed and UniParc,Cluster: Respirasome Complex Assembly Factor 1,20,Q9BUV8; H2QKA5; A0A6D2XVN6; A0A2K5CZ53; A0A2I3HTC4; A0A2K5HGM5; F7IGG6; F7D0G1; A0A6P6IIE3; A0A2K5Z1N5; A0A2K5QQE6; A0A2U3VES5; A0A7J7EPU2; Q9BUV8-3; UPI00045DDD78; UPI0003331E9B; UPI00156C3E78; UPI00045D751A; UPI0000E25661; UPI00083C5C0F,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Aotus nancymaae (Ma's night monkey); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Colobus angolensis palliatus (Peters' Angolan colobus); Callithrix jacchus (White-tufted-ear marmoset); Equus caballus (Horse); Puma concolor (Mountain lion); Mandrillus leucophaeus (Drill) (Papio leucophaeus); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator),137,90%,9606; 9598; 37293; 61853; 336983; 9483; 9796; 9696; 9568; 2715852; 9708; 77932; 1230840; 51337; 9715; 61621
UniRef90_P27695,partially reviewed and UniParc,Cluster: DNA-(apurinic or apyrimidinic site) endonuclease,173,P27695; A1YES6; A2T7I6; P23196; A1YFZ3; A2T6Y4; P28352; P43138; Q5TZP7; A0A0C4DGK8; A0A2J8JHK7; G3V3C7; G3V5D9; A0A2J8JHJ4; G3V3M6; A0A2I2ZA61; A0A2K6LZB0; A0A7J8AY11; A0A6J2KZM4; A0A7J8JS90; A0A7J8IG56; L5MB28; A0A340XQX3; S7PBZ4; A0A7J8AI21; G1QBU1; A0A2K6CU20; H9F5P8; A0A340XTE9; A0A3Q7UDG3; A0A452R3X1; A0A384BH47; A0A0D9RVT5; A0A673TD91; U3CM10; A0A2K6FZ11; G1SN16; A0A485NFZ0; A0A2U4BCE8; A0A484GHC7; A0A2Y9EBB8; A0A4X1UV69; A0A287BTC2; F7HKI5; A0A2K5RPG8; A2D4Q7; A1YFE5; L8YA45; G3QI91; G3TQD8; A0A140T846; A0A4W2GBN0; A0A6P3HGM6; L8I634; A0A6P5CEW0; B6VAP9; A0A091CWR4; G8F5P8; F7GIK6; G7MWQ2; I7GM00; A0A2K6CTU1; A0A6J3GGV8; A0A6D2WZ17; A0A2J8TT04; A0A2J8TT06; A0A2J8TT07; A0A2J8TT15; A0A2J8TSZ0; A0A341CQM2; D2I2U8; A0A250YFA6; G1RJ52; A0A1U7T2N9; W5QEQ3; A0A2K5DV55; A0A6I9J3K5; A0A1S3ALS6; A0A5N3UYP5; A0A5N3XP14; A0A286XFH5; A0A2K5ID16; G5B5Q8; A0A2K6SB18; A0A6P3E5Z0; A0A452DU30; A0A3Q7RQL0; H0X8V7; A0A663D6F4; K7B0N4; A0A2J8JHJ8; A0A2J8JHK8; A0A096NNL1; A0A2K5KUU2; A0A2K6A7L0; D3Z6R9; D3Z124; Q544Z7; A0A671FHB1; Q9Z2J2; A0A6G1AQR2; A0A2Y9HI67; A0A6I9MIS7; A0A2U3WUH1; A0A6J2B4J4; A0A3Q7Q1K2; A0A2U3XIY3; A0A2Y9L8C2; M1EBX2; A0A6P5R5V9; A0A1U8CQJ9; A0A7J7XM26; A0A2I3HEY4; A0A2I3TWI8; A0A2R9BQL3; A0A3L7INX9; K9IRF3; F6QA74; Q99PF3; H0XSJ4; UPI0000125C38; UPI0006CE48FF; UPI0001E13C1C; UPI000011090E; UPI00123790CC; UPI0012370D5F; UPI0007A6D6F7; UPI00187AFE19; UPI00187CBDAB; UPI00046BAEB1; UPI00187A0E35; UPI00187AAD7E; UPI000D1849C6; UPI00093D9DB5; UPI00033468F5; UPI000E20C8E2; UPI000CF01247; UPI00038F157A; UPI0013643597; UPI001890A7C1; UPI00033342FD; UPI001876D265; UPI00167F40A1; UPI000579E251; UPI0003AB5510; UPI0013C4DD04; UPI00045DB604; UPI000C29D1E7; UPI0003F08198; UPI00098152EC; UPI000333F191; UPI00192339AF; UPI001A9BF1B7; UPI000E20C8A6; UPI0006CE48E3; UPI0001772E34; UPI00189EFC8C; UPI00156A73BC; UPI000E20C8A3; UPI000CF01284; UPI0018FE02B5; UPI0018E347AC; UPI0018E2AE25; UPI000B4F2E05; UPI0012618E3F; UPI00032AEB84; UPI000A310103; UPI0013F374BC; UPI001B347C09; UPI00038BE00C; UPI00109F23E0; UPI000181CD59; UPI0013019C47,Homo sapiens (Human); Gorilla gorilla gorilla (Western lowland gorilla); Pongo pygmaeus (Bornean orangutan); Bos taurus (Bovine); Pan paniscus (Pygmy chimpanzee) (Bonobo); Pan troglodytes (Chimpanzee); Mus musculus (Mouse); Rattus norvegicus (Rat); Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti); Pipistrellus kuhlii (Kuhl's pipistrelle),318,90%,9606; 9595; 9600; 9913; 9597; 9598; 10090; 10116; 61621; 59472; 89673; 27622; 9407; 225400; 118797; 109478; 51298; 59463; 9545; 9544; 116960; 9643; 29073; 60711; 37032; 9483; 379532; 9986; 191816; 9739; 103600; 127582; 9823; 2715852; 9509; 78454; 246437; 9785; 30522; 43346; 72004; 9915; 885580; 9541; 9515; 9601; 1706337; 9646; 51338; 61853; 1868482; 9940; 37293; 185453; 9365; 9888; 9886; 10141; 336983; 10181; 39432; 9925; 9627; 30611; 9555; 9531; 9568; 59479; 10029; 9678; 29088; 230844; 9708; 9704; 34884; 9713; 391180; 9669; 10089; 10036; 9430; 61622; 291302; 192404; 9417; 29078; 9974; 186990; 143302; 34839; 81572; 50954; 51337; 143292; 38674; 9837; 42100; 1230840; 591936; 28737; 9371; 95912; 59534; 32630; 30608; 27675; 1047088; 10047; 35658; 9978; 10093; 10117; ; 79684; 491861
UniRef90_O15270,partially reviewed and UniParc,Cluster: Serine palmitoyltransferase 2,91,O15270; P97363; A0A024R6H1; A0A6P6HIJ8; A0A485ML05; M3VX05; A0A667HSH2; A0A6P4UDE4; A0A6J1ZWZ4; G1SFF5; E2RSR1; A0A3Q7NVL7; A0A6J2B6R8; F1SE08; A0A4X1T2C0; A0A2U3VVD2; A0A3Q7XKV3; A0A452SA10; A0A673TB80; A0A2Y9G909; F7IPL5; G3S3J1; A0A2Y9JMK5; A0A3P4LZM9; M3YBJ4; G9KR31; U6DBJ0; Q542D6; Q6A053; Q3UZQ0; A0A2K5EAA1; A0A2K5Y0G8; A0A6I9JS87; A0A2K6R372; A0A2K6KF93; A0A2K5J2P9; A0A6G1A5H7; A0A6P5QWR6; A0A2K5PNG5; A0A6J3IM58; A0A1D5Q2N7; A0A2K5P2J9; H9G245; A0A7N9CTE2; G7MYX0; G8F5W5; A0A3Q7SB13; G1S4A1; A0A671F8I4; D2HUS2; A0A7J8ITG9; A0A6P3Q1D8; F6T8N8; A0A1S3FA66; A0A7J8IU83; A0A1U7TBN7; A0A6J0AN79; Q3UT78; A0A5F5Y156; A0A452TMR4; A0A485MJK7; A0A2K6F201; Q8C9F8; UPI001955F506; UPI001AD6C3B0; UPI00076633A0; UPI0003344E23; UPI00141A7562; UPI00156BFF46; UPI001AE0898E; UPI0018792B6E; UPI00189E8768; UPI001395D90A; UPI00187515C9; UPI00065389AE; UPI0003332855; UPI0013872FC6; UPI00138675D2; UPI00193DF6B8; UPI0018B0D13A; UPI000328C300; UPI001261AF00; UPI0010A040F8; UPI0004ED1332; UPI001486E368; UPI00034F622E; UPI001924183C; UPI0006435386; UPI0007197ADD; UPI00188E41E3; UPI001262F494,Homo sapiens (Human); Mus musculus (Mouse); Puma concolor (Mountain lion); Lynx pardinus (Iberian lynx) (Felis pardina); Felis catus (Cat) (Felis silvestris catus); Lynx canadensis (Canada lynx); Panthera pardus (Leopard) (Felis pardus); Acinonyx jubatus (Cheetah); Oryctolagus cuniculus (Rabbit); Canis lupus familiaris (Dog) (Canis familiaris),562,90%,9606; 10090; 9696; 191816; 9685; 61383; 9691; 32536; 9986; 9615; 34884; 9704; 9823; 9708; 116960; 9643; 37032; 29088; 9483; 9595; 391180; 48420; 9669; 452646; 37293; 9568; 185453; 61622; 61621; 336983; 9678; 10089; 2715852; 9515; 9544; 9531; 9541; 9627; 61853; 59479; 9646; 9407; 132908; 9796; 10020; 1868482; 30538; 29073; 379532; 1608482; 74533; 143302; 54180; 9715; 9974; 27675; 9720; 143292; 51337; 36723; 39432; 60711; 9361; 35658; 491861; 1026970; 61156; 10181; 95912; 30608; 73337; 50954; 9838
UniRef90_Q96GE9,partially reviewed and UniParc,Cluster: Distal membrane-arm assembly complex protein 1,17,Q96GE9; K6Z811; A0A2R9C224; K7C8C8; A0A803KJ48; Q96GE9-2; G3RSW3; A0A6D2X3S2; H2PS62; UPI00122D9640; UPI001362763D; UPI0008F5372C; UPI0004F4A7FF; UPI0013627F11; UPI00020ACC56; UPI00122D55D3; UPI0002745C01,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Gorilla gorilla gorilla (Western lowland gorilla); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Hylobates moloch (Silvery gibbon),116,90%,9606; 9598; 9597; 9595; 9601; 61853; 81572
UniRef90_Q6P4H8,partially reviewed and UniParc,Cluster: ATP synthase subunit C lysine N-methyltransferase,57,Q6P4H8; G3RDZ9; A0A2K5NE50; A0A2K5Z7C0; G2HJW7; A0A5S6R8V3; B7ZAK2; A0A2R9CDH1; A0A2K5CML6; A0A2K5PVF7; A0A2I2ZBW3; A0A2I3RNU9; A0A2R8MSA4; A0A2I3NH11; A0A2I3FSM7; A0A2K6QSF0; A0A2K6LNY8; A0A096NC07; A0A2K5NDX9; A0A1D5RB84; A0A2K5VNL3; H2PF64; A0A2J8SHH8; A0A2K6SLV3; A0A2J8SHH6; H9Z1P2; A0A2K6BFX4; G7P782; A0A2K6BFY2; A0A6J3HXJ4; A0A2K5HQ34; F7GKC5; A0A2K5VNP3; A0A6D2Y881; A0A2I3SCJ8; Q6P4H8-2; A0A2I2YKR6; A0A2K5NE83; A0A0D9RXM1; A0A2R8MKX1; A0A2I3FWS7; A0A2I3M390; J3KN90; A0A2R9CAQ7; A0A2J8L4R9; UPI00156116A8; UPI0015612105; UPI0005F526A2; UPI0005F3E4F9; UPI000809F13E; UPI0010A29BE6; UPI000C2AB1BB; UPI0006429E06; UPI000643ACD2; UPI0002740634; UPI00141AC657; UPI00062A7375,Homo sapiens (Human); Gorilla gorilla gorilla (Western lowland gorilla); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Mandrillus leucophaeus (Drill) (Papio leucophaeus); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Aotus nancymaae (Ma's night monkey); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator); Callithrix jacchus (White-tufted-ear marmoset); Papio anubis (Olive baboon),233,90%,9606; 9595; 9531; 9568; 9598; 9597; 37293; 2715852; 9483; 9555; 61853; 61622; 61621; 9544; 9541; 9601; 39432; 9545; 9515; 336983; 60711; 591936; 30608; 30611; 54180
UniRef90_Q8WWR8,partially reviewed and UniParc,Cluster: Sialidase-4,69,Q8WWR8; Q8WWR8-3; B3KR54; A0A2K5J3T3; A0A2K6LBN7; A0A2K5U8B9; A0A7N9D9N0; A0A2K6DQ40; A0A2J8RPW3; A0A2J8RQ31; C9J2V4; A0A2J8RPW8; A0A2J8IPE0; A0A2J8RPV3; A0A2J8RPV7; A0A2K6NDK0; A0A2K6NDK1; G3REG3; A0A2I3T7L0; A0A6D2X8T2; A0A2J8IPC6; C9JRN9; A0A2J8IPC8; C9J5X2; A0A2J8IPB8; G7N9F0; A0A2R8Z5M6; A0A2K5Y6M0; A0A0D9R0B1; A0A2K6DQ42; A0A2I3NBL4; A8K211; Q3KR05; A0A2J8RPV0; A0A2J8IPB5; Q8WWR8-2; H9F345; A0A5F7ZYG2; A0A2K5KJ92; F7BQS5; UPI000B7B8E0A; UPI0005F43D2E; UPI00141B764D; UPI00141B69C0; UPI00083BF04F; UPI000B7B2DD9; UPI001560B359; UPI0002742F4B; UPI0005F36F06; UPI001561A4BC; UPI00156011D3; UPI00155FD5FE; UPI0005F422FB; UPI0005F464F0; UPI00045E1F34; UPI00141B170C; UPI00083C4F5E; UPI0004F0C144; UPI0005F411CA; UPI00029D9DFD; UPI00053304C5; UPI00155FEAA0; UPI00122DB77A; UPI0013F21E36; UPI0013F24AF3; UPI00122D7CAC; UPI0008F525A3; UPI0005F3BEE9; UPI0010A21210,Homo sapiens (Human); Colobus angolensis palliatus (Peters' Angolan colobus); Rhinopithecus bieti (Black snub-nosed monkey) (Pygathrix bieti); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Macaca nemestrina (Pig-tailed macaque); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Pan troglodytes (Chimpanzee); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Gorilla gorilla gorilla (Western lowland gorilla); Macaca mulatta (Rhesus macaque),484,90%,9606; 336983; 61621; 9541; 9545; 9601; 9598; 61622; 9595; 9544; 9597; 9568; 60711; 9555; 9531; 54180; 61853; 81572
UniRef90_P55211,partially reviewed and UniParc,Cluster: Caspase-9,48,P55211; P55211-4; A0A7N9CZS7; A0A2K6BZU2; A0A2K5VNW8; A0A2K5HWM5; K7AUW4; A0A2I3LDT8; I0FVL9; H9F3H8; A0A2K5KY10; A0A2K6A749; A0A2K5VNR8; F7FNC1; A0A2K6BZT1; A0A2K6BZU4; A8K7R5; A0A2K6R5R4; Q2PFM0; G7MU27; G7NU83; A0A096MTH0; A0A6D2WYK1; H2PY35; A0A2R9CHF2; A0A2J8JT20; A0A2K5KY20; A8K7U6; A0A0D9S8I4; A0A2K5HWH5; A0A2K5VNU7; G3SIY5; Q5ISR1; UPI000E6B3A33; UPI00108F5BC2; UPI000DC16AA8; UPI0012AD9453; UPI00123EA391; UPI000DC1A2BF; UPI0005F42D76; UPI0005F4CB58; UPI0003ABB5B5; UPI00141A97D0; UPI0012AE1063; UPI00001136B1; UPI0002B8CCD4; UPI00097BA52B; UPI00123E6C95,Homo sapiens (Human); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Macaca nemestrina (Pig-tailed macaque); Colobus angolensis palliatus (Peters' Angolan colobus); Pan troglodytes (Chimpanzee); Papio anubis (Olive baboon); Macaca mulatta (Rhesus macaque); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Mandrillus leucophaeus (Drill) (Papio leucophaeus); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),416,90%,9606; 9541; 9545; 336983; 9598; 9555; 9544; 9531; 9568; 61622; 9597; 60711; 9595; 591936; 9565; 54180
UniRef90_Q53H12,partially reviewed and UniParc,"Cluster: Acylglycerol kinase, mitochondrial",37,Q53H12; Q5RED7; A4D1U5; A0A3B3ISY9; A0A0G2JLG5; A0A0D9R704; I0FJR1; A0A2K5NWR5; A0A2K5WYW0; A0A2K6BI78; A0A2J8V376; A0A2K5HG70; A0A2K6PQB5; A0A2I3H099; A0A7N9CTM8; G7P1E6; F7HIA2; A0A096NFB7; G3RRX0; A0A2K6ADS2; H2R0W4; A0A6D2WI65; A0A2R9CHX7; G7MMQ1; H9ERD7; A0A7N9CYS0; A0A2K6KYD4; A0A7N9CDT1; A0A3B3ITV0; UPI000C29D5BC; UPI00141B6EF8; UPI000DC18E41; UPI000C2B2F81; UPI0005F55D96; UPI000B7B6B15; UPI0005F45F57; UPI0005F48363,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Macaca mulatta (Rhesus macaque); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Macaca nemestrina (Pig-tailed macaque); Colobus angolensis palliatus (Peters' Angolan colobus); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys),422,90%,9606; 9601; 60711; 9544; 9531; 9541; 9545; 336983; 61622; 61853; 9555; 9595; 9568; 9598; 9597; 61621; 591936; 54180; 9565
UniRef90_Q07820,partially reviewed and UniParc,Cluster: Induced myeloid leukemia cell differentiation protein Mcl-1,35,Q07820; A0A7I2V2W2; B4DG83; A0A7J8BFP3; H9EWK1; A0A6D2W6X2; H2N5Y9; K7AVP2; H0XFB7; K7D0E2; A0A6D2X745; A0A2R9BYH6; A0A096MRS6; I2CUN5; I7G687; G8F5X7; A0A2K6ECQ5; G3RJ78; A0A2K5I9U6; A0A2Y9GWV8; A0A7J8BF29; L5K399; A0A6P3RLD8; UPI0008FBBFA7; UPI0013DD86A3; UPI0001BFBBF6; UPI0008141F38; UPI0002450167; UPI001879AF95; UPI0012AE0093; UPI000DC1829B; UPI00123E63D8; UPI0006438FB1; UPI0005F3C3D7; UPI00196A3F3E,Homo sapiens (Human); Rousettus aegyptiacus (Egyptian rousette) (Egyptian fruit bat); Macaca mulatta (Rhesus macaque); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Pan troglodytes (Chimpanzee); Otolemur garnettii (Small-eared galago) (Garnett's greater bushbaby); Pan paniscus (Pygmy chimpanzee) (Bonobo); Papio anubis (Olive baboon); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Macaca nemestrina (Pig-tailed macaque),350,90%,9606; 9407; 9544; 9601; 9598; 30611; 9597; 9555; 9541; 9545; 9595; 336983; 29088; 9402; 132908; 192404; 9565; 30608; 143291
UniRef90_Q9NX74,partially reviewed and UniParc,Cluster: tRNA-dihydrouridine(20) synthase [NAD(P)+]-like,64,Q9NX74; A0A024R6Z7; I3L4H0; A0A2J8VV61; J3QLD5; I3L4Y9; A0A2J8VV74; A0A6J0WVG3; A0A6J0WSE9; A0A5F8AQ14; G7Q1G1; A0A6J3IBH1; A0A6J3IAY9; A0A340X7J1; A0A2Y9SW48; A0A2K5IKK9; A0A2K5P8Y7; A0A341AEK3; A0A341AHQ3; A0A0D9QVK8; A0A6J3QCW5; I7GDY3; A0A384BG16; A0A384BES8; A0A7J7SAR4; A0A7J7SB56; G2HH31; A0A2K5P8Z4; A0A7J8C757; A0A4U1FPU8; A0A2Y9NYQ4; L9JJ64; UPI001ADD9473; UPI0003AB69C4; UPI00159E4C78; UPI0003AB6525; UPI001441F880; UPI0002BCEE45; UPI00141B9B5F; UPI000540521D; UPI0005404CE7; UPI00111BCFAB; UPI00057A3C5C; UPI00057A40C8; UPI001897C517; UPI000809ED24; UPI000C2AD6A9; UPI0004ED3E7B; UPI00111C0460; UPI000D180638; UPI00187947AE; UPI00123EA2BC; UPI00174A9854; UPI001747F87D; UPI00046B76D7; UPI00101A5226; UPI00101AA1C9; UPI00189F479A; UPI0018A00130; UPI000540541F; UPI0005404297; UPI00174B1059; UPI0003C8E602; UPI000FFC2DDB,Homo sapiens (Human); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Odocoileus virginianus texanus; Macaca mulatta (Rhesus macaque); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Sapajus apella (Brown-capped capuchin) (Cebus apella); Lipotes vexillifer (Yangtze river dolphin); Physeter macrocephalus (Sperm whale) (Physeter catodon); Colobus angolensis palliatus (Peters' Angolan colobus); Cebus imitator (Panamanian white-faced capuchin) (Cebus capucinus imitator),493,90%,9606; 9601; 9880; 9544; 9541; 9515; 118797; 9755; 336983; 2715852; 1706337; 60711; 9739; 310752; 51298; 9598; 27622; 40151; 9749; 246437; 1280; 9483; 9733; 54180; 9785; 1026970; 419612; 9837; 591936; 9430; 192404; 9595; 29078; 27675
UniRef90_Q8N2A8,partially reviewed and UniParc,Cluster: Mitochondrial cardiolipin hydrolase,13,Q8N2A8; G2HE65; A0A6D2W9E1; A0A2R9AEB2; G1RSR5; A0A096P313; A0A7N9D255; A0A0D9R806; G3RV35; UPI00136236FF; UPI0002743A5E; UPI00062AB664; UPI00123EAFE9,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Papio anubis (Olive baboon); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Chlorocebus sabaeus (Green monkey) (Cercopithecus sabaeus); Gorilla gorilla gorilla (Western lowland gorilla); Hylobates moloch (Silvery gibbon),252,90%,9606; 9598; 9597; 61853; 9555; 9541; 60711; 9595; 81572
UniRef90_Q15785,partially reviewed and UniParc,Cluster: Mitochondrial import receptor subunit TOM34,8,Q15785; K7D8W6; G2HIG3; G2HEX6; A0A803KGX1; A0A2R9CIS0; H2QKF0; UPI0005D02F5F,Homo sapiens (Human); Pan troglodytes (Chimpanzee); Pan paniscus (Pygmy chimpanzee) (Bonobo),309,90%,9606; 9598; 9597
UniRef90_O15091,partially reviewed and UniParc,Cluster: Mitochondrial ribonuclease P catalytic subunit,73,O15091; Q4R366; S4R416; A0A2J8MI16; A0A0A0MTQ0; O15091-3; O15091-4; S4R3S1; S4R3T4; H2Q865; A0A5S6RB08; A0A2J8MI06; A0A2J8MI24; A0A2J8MI04; M3ZAS6; A0A2J8TIA9; G3R970; A0A2R9C5M1; H2NL10; A0A2K5ZFB5; A0A2K5LGQ1; A0A2K6R3A5; A0A2K6L7R1; A0A0D9RSQ9; F7D7G2; A0A2K6BDL0; G7MXG4; A0A096NUL2; O15091-2; A0A2R9C336; A0A6D2WE21; A0A2J8MI22; A0A2I2YGK8; G1QU50; A0A2K5LGK8; A0A2K6R3B2; A0A2K6L7W7; A0A2K5ZFK4; A0A2I3N6V4; A0A5F7ZGB3; A0A2K5J6Y4; A0A2K5TTJ5; A0A2K6BDN4; F7GTA8; A0A2K5J720; UPI0006EC42B4; UPI000C299ED4; UPI000C2B4674; UPI00123E8AE2; UPI0013629848; UPI00029D9F2B; UPI0002745556; UPI000DC1A1AC; UPI000DC191E3; UPI000DC19301; UPI0005F44DC4; UPI0005F51E69; UPI0005F56847; UPI00083C25FB; UPI0018B0ACCD; UPI00141B9E44; UPI00141BC8F2; UPI000C2B1438; UPI0004F1F21C; UPI00141B1912; UPI0003AB5F74; UPI000DC1A058; UPI000C2B3692; UPI0018B0A41B; UPI000CEF6A23; UPI00122D572D; UPI0005F3EB7C; UPI0005F4BC1E,Homo sapiens (Human); Macaca fascicularis (Crab-eating macaque) (Cynomolgus monkey); Pan troglodytes (Chimpanzee); Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys); Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii); Gorilla gorilla gorilla (Western lowland gorilla); Pan paniscus (Pygmy chimpanzee) (Bonobo); Mandrillus leucophaeus (Drill) (Papio leucophaeus); Cercocebus atys (Sooty mangabey) (Cercocebus torquatus atys); Rhinopithecus roxellana (Golden snub-nosed monkey) (Pygathrix roxellana),583,90%,9606; 9541; 9598; 61853; 9601; 9595; 9597; 9568; 9531; 61622; 61621; 60711; 9544; 9545; 9555; 336983; 591936; 81572; 9565; 54180
